Document	Topic	Page	Type	Primary	Group
JTAS8	Caldos, Dpres	2	System		
JTAS8	Magda Madjiyb	3	Person		
JTAS8	Sojourner Light Trader	13	Ship		
JTAS8	Extravehicular Activity Suit	14	Armour		
JTAS8	Mag Cannon	19	Weapon		Heavy
JTAS8	Vishnu Zarca	21	Encounter		
JTAS8	Guerraedzahkhue ‘Ed’ Zhaerdeng	27	Patron		
JTAS8	Stinger SZ-100 G/Bike	31	Vehicle		
JTAS8	Aeon Flyer Consortium	30	Corporation		
JTAS8	Stinger SZ-580Z G/Bike	32	Vehicle		
JTAS8	Atichnae	33	Bestiary		
JTAS8	Condaria, Darrian	33	System	No	
JTAS8	Hunter	35	Career		3rd Imperium
JTAS8	Profession (hunting)	39	Skill		
JTAS8	Noricum, Sindal	41	System		
JTAS8	Noricum Viollera	41	Setting		
JTAS8	Divine Intervention	43	Adventure		
JTAS8	Pavabid, District 268	43	System	No	
JTAS8	Collace, District 268	43	System	No	
JTAS8	Church of the Stellar Divinity	44	Setting		
JTAS8	Pavabidian Heresy	44	Setting		
JTAS8	Trexalon Technical Consortium	45	Corporation		
JTAS8	Wahroo	70	Bestiary		
JTAS8	Pavabid, District 268	70	System	No	
JTAS8	Omicron: The Mythical Weaponsmith	71	Person		
JTAS8	AN-154	72	Weapon		Slug Rifles
JTAS8	Omicron Laser Carbine	72	Weapon		Energy Rifles
JTAS8	Omicron Laser Carbine	72	Weapon		Energy Pistols
JTAS8	Omicron Support DMR	74	Weapon		Slug Rifles
JTAS8	Omicron Airburst Rifle	75	Weapon		Slug Rifles
JTAS8	Turrets	76	High Guard		
JTAS8	Ynchaeir	80	Bestiary		
JTAS8	Pink Diamond	81	Setting		Ship Encounters
JTAS8	Zander Druniman, Marquis	82	Person		
JTAS8	Lucy Rogeristtein	83	Person		
JTAS8	Trevor Gyte	84	Person		
JTAS8	Andon Blisor	85	Person		
JTAS8	Bav Fualks	86	Person		
JTAS8	Julian Hartarn	87	Person		
JTAS8	Missy Mitchell	89	Person		
JTAS8	Candy	90	Robot		
JTAS8	BB-2 Nuclear Powered Bus	96	Vehicle		
JTAS8	Halkans	98	Sophont		
JTAS8	Halka, Menorial	98	System	No	
JTAS8	Care Package	104	Adventure		
JTAS8	Canisus, Star Lane	104	System	No	
JTAS8	Sternmetal Horizons	104	Setting	No	
JTAS8	Modified System Defense Boat	123	Ship		
JTAS8	Giant Scuttlefish	127	Bestiary		
JTAS8	Krida	104	Setting	No	
JTAS8	Aosta, Gulf	105	System	No	
JTAS8	Miners’ Rights League	106	Setting		
JTAS8	Krida Prison	106	Setting		
JTAS8	Canisus, Star Lane	106	System	No	
JTAS8	Canisus Freedom Fighters	111	Setting		
