Document	Topic	Page	Type	Primary	Group
JTAS9	Prince Amaad Dagashkugiim	2	Patron		
JTAS9	Hoganas, Four Corners	2	System		
JTAS9	Haapamaki, Hyperion	2	System		
JTAS9	Golden Sovereign	2	Person		
JTAS9	Ghenani	2	Sophont		
JTAS9	Intendant Chiadriepr	2	Person		
JTAS9	Alena Drakovi	12	Person		
JTAS9	HSV FarStep	14	Ship		
JTAS9	Fast Launch	18	Small craft		
JTAS9	Shimmerlight luxury sealed air/raft	20	Vehicle		
JTAS9	Duelling	22	Rules		
JTAS9	Aasamlaga, Ot Zell	29	System		
JTAS9	Rat Patrol	36	Adventure		
JTAS9	Air Rifle	41	Weapon		Slug Rifles
JTAS9	Auger	42	Bestiary		
JTAS9	Quetzl	43	Bestiary		
JTAS9	Stavraki & Satyros Free Mining Collective	44	Setting		
JTAS9	Telchine Mining Craft	44	Small craft		
JTAS9	Rhea Ore Barge	47	Ship		
JTAS9	Zadony-Tessen Survival Armaments Inc.	51	Setting		
JTAS9	ZT-18 Survnaut Pistol	51	Weapon		Slug Pistols
JTAS9	ZT-28 Survnaut Revolver	52	Weapon		Slug Pistols
JTAS9	ZT-28 Survnaut Rifle	52	Weapon		Slug Rifles
JTAS9	ZT-28 Survnaut Laser	52	Weapon		Energy Pistols
JTAS9	ZT-38 Survnaut Carbine	53	Weapon		Slug Rifles
JTAS9	ZT-Survnaut Hatchet	53	Weapon		Slug Rifles
JTAS9	Alkisatl	54	Encounter		
JTAS9	Zhodani	54	Sophont	No	
JTAS9	Ludriiepr	57	Person		
JTAS9	Psara	57	Small craft		
JTAS9	Merla	60	Vehicle		
JTAS9	Amindii	62	Sophonts		
JTAS9	Travellers	65	Sophonts		Amindii
JTAS9	Regina, Regina	62	System		
JTAS9	Jreine	67	Bestiary		
JTAS9	Logarro Enterprises and Co.	68	Corporation		
JTAS9	Vindictor Logging Heavy Walker	68	Vehicle		
JTAS9	Icebox Found at the Exe Cutoff	70	Adventure		
JTAS9	Exe, The Borderland	70	System	No	
JTAS9	General Development Corporation	70	Setting	No	
JTAS9	Ya’soisthea	70	Aslan		Clan
JTAS9	Penniless Prince	71	Ship		
JTAS9	Rabin Moore	72	Person		
JTAS9	Captain Mreni	74	Encounter		
JTAS9	New, Tobia	77	System	No	
JTAS9	Belvedere Station	77	Setting		
JTAS9	Jamison Clintock	79	Person		
JTAS9	Fox Ocano	80	Person		
JTAS9	Galvin Markov	80	Person		
JTAS9	Holbrook Erring	80	Person		
JTAS9	Jo-Job the Fuel Rat	80	Person		
JTAS9	Bruglio	81	Person		
JTAS9	Anastasia Bruglio	81	Person		
JTAS9	Tchek’ra	81	Person		
JTAS9	Henrik Riordonson	81	Person		
JTAS9	Criminal Organisations of the Marches	90	Setting		
JTAS9	The Vriterbei	91	Setting		
JTAS9	Ine Givar	94	Setting		
JTAS9	The Syndicate	96	Setting		
JTAS9	Cult of the Traveller	98	Setting		
JTAS9	Democratic Government of Rabwhar in Exile	100	Setting		
JTAS9	Avastan, District 268	102	System		
JTAS9	The Wrong Patron	119	Patron		
