Document	Topic	Page	Type	Primary	Group
AoCS3	Darrian	4	Sophont		
AoCS3	Overview	4	Darrian		
AoCS3	Physiology	4	Darrian		
AoCS3	Lifespan	5	Darrian		
AoCS3	Society	6	Darrian		
AoCS3	Diet	6	Darrian		
AoCS3	Family	6	Darrian		
AoCS3	Community	7	Darrian		
AoCS3	Personal Excellence	7	Darrian		
AoCS3	Pursuit of Knowledge	7	Darrian		
AoCS3	Tolerance	8	Darrian		
AoCS3	Stoicism	8	Darrian		
AoCS3	Beliefs	8	Darrian		
AoCS3	Government	9	Darrian		
AoCS3	Ministry of Finance	11	Darrian		
AoCS3	Ministry of Trade	11	Darrian		
AoCS3	Ministry of Information	11	Darrian		
AoCS3	Ministry of Defence	11	Darrian		
AoCS3	Ministry of Confederation Appeals	12	Darrian		
AoCS3	Confederation Council	12	Darrian		
AoCS3	Law	12	Darrian		
AoCS3	Darrian Exile	13	Darrian		
AoCS3	Social Services	13	Darrian		
AoCS3	Employment	13	Darrian		
AoCS3	Welfare	14	Darrian		
AoCS3	Health	14	Darrian		
AoCS3	Emergency Services	14	Darrian		
AoCS3	Police	14	Darrian		
AoCS3	Education	14	Darrian		
AoCS3	Dress	14	Darrian		
AoCS3	Art	14	Darrian		
AoCS3	Architecture	14	Darrian		
AoCS3	Recreation	16	Darrian		
AoCS3	Business	16	Darrian		
AoCS3	Military	17	Darrian		
AoCS3	Language	19	Darrian		
AoCS3	Aslan	19	Darrian		
AoCS3	Darrian Aslan Travellers	20	Darrian		
AoCS3	Humaniti in the Confederation	20	Darrian		
AoCS3	History	21	Darrian		
AoCS3	Zlodh Empire	23	Darrian		
AoCS3	Orchards	21	Darrian		
AoCS3	Sword Worlds	29	Darrian		
AoCS3	Zhodani	29	Darrian		
AoCS3	Third Imperium	29	Darrian		
AoCS3	Star Trigger	31	Darrian		
AoCS3	Timeline	33	Darrian		
AoCS3	Travellers	36	Darrian		
AoCS3	Traits	36	Darrian		Travellers
AoCS3	Starting Age	36	Darrian		Travellers
AoCS3	Names	36	Darrian		Travellers
AoCS3	Titles	36	Darrian		Travellers
AoCS3	Background Skills	36	Darrian		Travellers
AoCS3	Pre-career Education	37	Darrian		Travellers
AoCS3	Draft	37	Darrian		Travellers
AoCS3	Careers	37	Darrian		Travellers
AoCS3	Aging	38	Darrian		Travellers
AoCS3	Career Summary	38	Darrian		Travellers
AoCS3	Life Events	39	Darrian		Travellers
AoCS3	Mustering Out	39	Darrian		Travellers
AoCS3	Agent	40	Darrian		Travellers
AoCS3	Agent	40	Careers		Darrian
AoCS3	Entertainer	42	Darrian		Travellers
AoCS3	Entertainer	42	Careers		Darrian
AoCS3	Envoy	44	Darrian		Travellers
AoCS3	Envoy	44	Careers		Darrian
AoCS3	Guard	46	Darrian		Travellers
AoCS3	Guard	46	Careers		Darrian
AoCS3	Merchant	48	Darrian		Travellers
AoCS3	Merchant	48	Careers		Darrian
AoCS3	Militia	50	Darrian		Travellers
AoCS3	Militia	50	Careers		Darrian
AoCS3	Navy	52	Darrian		Travellers
AoCS3	Navy	52	Careers		Darrian
AoCS3	Scholar	54	Darrian		Travellers
AoCS3	Scholar	54	Careers		Darrian
AoCS3	Special Arm	56	Darrian		Travellers
AoCS3	Special Arm	56	Careers		Darrian
AoCS3	Worker	58	Darrian		Travellers
AoCS3	Worker	58	Careers		Darrian
AoCS3	Wanderer	60	Darrian		Travellers
AoCS3	Wanderer	60	Careers		Darrian
AoCS3	Central Supply	62	Darrian		Travellers
AoCS3	Gel Suit	62	Darrian		Personal Protection
AoCS3	Guard Armour	62	Darrian		Personal Protection
AoCS3	Hostile Mining Vacc Suit	64	Darrian		Personal Protection
AoCS3	Militia Armour	64	Darrian		Personal Protection
AoCS3	Special Arm Battle Dress	64	Darrian		Personal Protection
AoCS3	Battle Dress	64	Darrian		Personal Protection
AoCS3	Gel Suit	62	Armour		Darrian
AoCS3	Guard Armour	62	Armour		Darrian
AoCS3	Hostile Mining Vacc Suit	64	Armour		Darrian
AoCS3	Militia Armour	64	Armour		Darrian
AoCS3	Special Arm Battle Dress	64	Armour		Darrian
AoCS3	Battle Dress	64	Armour		Darrian
AoCS3	Anti-Armour Module	66	Armour		Battle Dress Modifications
AoCS3	Anti-Armour Module	66	Darrian		Battle Dress Modifications
AoCS3	Anti-Personnel Module	66	Armour		Battle Dress Modifications
AoCS3	Anti-Personnel Module	66	Darrian		Battle Dress Modifications
AoCS3	Command Module	66	Armour		Battle Dress Modifications
AoCS3	Command Module	66	Darrian		Battle Dress Modifications
AoCS3	Electronics Warfare Module	66	Armour		Battle Dress Modifications
AoCS3	Electronics Warfare Module	66	Darrian		Battle Dress Modifications
AoCS3	Air Suppression Module	66	Armour		Battle Dress Modifications
AoCS3	Air Suppression Module	66	Darrian		Battle Dress Modifications
AoCS3	Exoskeleton	66	Darrian		Central Supply
AoCS3	Exoskeleton	66	Central Supply		Darrian
AoCS3	Pressure Respirator	67	Darrian		Central Supply
AoCS3	Pressure Respirator	67	Central Supply		Darrian
AoCS3	Atmosphere Tester	67	Central Supply		
AoCS3	Field Surveillance Radar	67	Central Supply		
AoCS3	Motion Sensor	67	Central Supply		
AoCS3	NBC Combination Analysis Unit	67	Central Supply		
AoCS3	Neural Activity Detector	68	Central Supply		
AoCS3	Meson Transceivers	68	Central Supply		
AoCS3	Computers	68	Central Supply		
AoCS3	Sensor Drone	68	Robots		Darrian
AoCS3	Medical Supplies	69	Darrian		
AoCS3	Robots	68	Darrian		
AoCS3	Personal Augmentation	69	Darrian		
AoCS3	Weapons	69	Darrian		
AoCS3	VRF Gauss Rifle	70	Darrian		Weapons
AoCS3	VRF Gauss Rifle	70	Weapon		Slug Rifles
AoCS3	Neural Rifle	70	Darrian		Weapons
AoCS3	Neural Rifle	70	Weapon		Energy Rifles
AoCS3	Lifting Surface	71	Vehicle Workshop		Chassis Option
